Fundo,CNPJ,Critério,Chave,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Fonte,Comentário
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Limite de concentração,concentration_limits,elegibilidade,<=,20%,nao_monitoravel,,360787_assembleia_assembleia_360787_2022-09-29.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Limite de concentração,concentration_limits,elegibilidade,<=,12%,nao_monitoravel,,360787_assembleia_assembleia_360787_2022-09-29.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360787_assembleia_assembleia_360787_2022-09-29.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,360787_assembleia_assembleia_360787_2022-09-29.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360787_assembleia_assembleia_360787_2022-09-29.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360787_assembleia_assembleia_360787_2022-09-29.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360787_assembleia_assembleia_360787_2022-09-29.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Subordinação mínima,subordination_ratio_min,enquadramento,>=,50%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",360788_assembleia_assembleia_360788_2022-10-06.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,360788_assembleia_assembleia_360788_2022-10-06.pdf,O Informe Mensal traz direitos creditórios e PL.
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,360788_assembleia_assembleia_360788_2022-10-06.pdf,O Informe Mensal traz direitos creditórios e PL.
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"2,10%",monitoravel,Dir Cred / PL,360788_assembleia_assembleia_360788_2022-10-06.pdf,O Informe Mensal traz direitos creditórios e PL.
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Limite de concentração,concentration_limits,elegibilidade,<=,20%,nao_monitoravel,,360788_assembleia_assembleia_360788_2022-10-06.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Limite de concentração,concentration_limits,elegibilidade,<=,12%,nao_monitoravel,,360788_assembleia_assembleia_360788_2022-10-06.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360788_assembleia_assembleia_360788_2022-10-06.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,<=,100%,parcial,Posições mantidas em derivativos,360788_assembleia_assembleia_360788_2022-10-06.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360788_assembleia_assembleia_360788_2022-10-06.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360788_assembleia_assembleia_360788_2022-10-06.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,360788_assembleia_assembleia_360788_2022-10-06.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"1,85%",monitoravel,Dir Cred / PL,365167_assembleia_assembleia_365167_2022-10-14.pdf,O Informe Mensal traz direitos creditórios e PL.
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,120%",monitoravel,Dir Cred / PL,483972_regulamento_regulamento_483972_2023-06-27.pdf,O Informe Mensal traz direitos creditórios e PL.
